User,concept:name,time:timestamp,case:Spend area text,case:Document Type,case:Vendor,case:Item Type,case:Spend classification text,case:concept:name
batch_00,SRM: Awaiting Approval,2018-02-08T08:56:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0000,Standard,NPR,2000000142_00003
batch_00,SRM: Document Completed,2018-02-08T08:56:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0000,Standard,NPR,2000000142_00003
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T08:56:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0000,Standard,NPR,2000000142_00003
batch_00,SRM: Ordered,2018-02-08T08:56:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0000,Standard,NPR,2000000142_00003
batch_00,SRM: Change was Transmitted,2018-02-08T08:56:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0000,Standard,NPR,2000000142_00003
user_000,Create Purchase Order Item,2018-02-08T08:56:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0000,Standard,NPR,2000000142_00003
user_000,Record Goods Receipt,2018-02-13T11:16:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0000,Standard,NPR,2000000142_00003
batch_01,Record Invoice Receipt,2018-08-20T00:21:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0000,Standard,NPR,2000000142_00003
batch_00,SRM: Created,2018-02-08T13:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
batch_00,SRM: Complete,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
batch_00,SRM: Awaiting Approval,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
batch_00,SRM: Document Completed,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
batch_00,SRM: Ordered,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
batch_00,SRM: Change was Transmitted,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
user_000,Create Purchase Order Item,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
user_018,Record Invoice Receipt,2018-02-12T11:54:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
NONE,Vendor creates invoice,2018-02-12T22:59:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
user_000,Record Goods Receipt,2018-02-13T09:57:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
user_006,Remove Payment Block,2018-02-13T16:31:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
user_002,Clear Invoice,2018-04-26T09:12:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00001
batch_00,SRM: Created,2018-02-08T13:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00002
batch_00,SRM: Complete,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00002
batch_00,SRM: Awaiting Approval,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00002
batch_00,SRM: Document Completed,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00002
batch_00,SRM: Ordered,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00002
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00002
batch_00,SRM: Change was Transmitted,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00002
user_000,Create Purchase Order Item,2018-02-08T14:20:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00002
user_000,Record Goods Receipt,2018-02-13T09:57:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00002
NONE,Vendor creates invoice,2018-02-13T22:59:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00002
user_013,Record Invoice Receipt,2018-03-10T07:26:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00002
user_002,Clear Invoice,2018-04-26T09:12:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000144_00002
batch_00,SRM: Created,2018-02-08T13:21:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
batch_00,SRM: Complete,2018-02-08T14:21:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
batch_00,SRM: Awaiting Approval,2018-02-08T14:21:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
batch_00,SRM: Document Completed,2018-02-08T14:21:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T14:21:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
batch_00,SRM: Ordered,2018-02-08T14:21:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
batch_00,SRM: Change was Transmitted,2018-02-08T14:21:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
user_000,Create Purchase Order Item,2018-02-08T14:21:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
user_018,Record Invoice Receipt,2018-02-12T11:55:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
NONE,Vendor creates invoice,2018-02-12T22:59:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
user_000,Record Goods Receipt,2018-02-13T09:56:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
user_006,Remove Payment Block,2018-02-13T16:31:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
user_002,Clear Invoice,2018-04-26T09:12:00.000000000Z,Others,EC Purchase order,vendorID_0027,Standard,OTHER,2000000145_00001
batch_00,SRM: Created,2018-02-08T13:28:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: Complete,2018-02-08T14:28:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: Awaiting Approval,2018-02-08T14:28:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: Document Completed,2018-02-08T14:28:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: Ordered,2018-02-08T14:28:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T14:28:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: Change was Transmitted,2018-02-08T14:28:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_000,Create Purchase Order Item,2018-02-08T14:28:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
NONE,Vendor creates invoice,2018-02-19T22:59:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_016,SRM: Created,2018-02-27T14:26:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_016,SRM: Complete,2018-02-27T15:28:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_016,SRM: Awaiting Approval,2018-02-27T15:28:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_016,SRM: Document Completed,2018-02-27T15:28:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_016,SRM: Created,2018-02-27T15:29:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: Ordered,2018-02-27T15:53:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-02-27T15:53:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: Deleted,2018-02-27T15:53:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_000,Change Price,2018-02-27T15:53:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_016,SRM: Complete,2018-02-27T16:29:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_016,SRM: Awaiting Approval,2018-02-27T16:29:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_016,SRM: Document Completed,2018-02-27T16:29:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: Ordered,2018-02-27T16:29:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-02-27T16:29:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: Deleted,2018-02-27T16:29:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_000,Change Price,2018-02-27T16:29:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_000,Change Quantity,2018-02-27T16:29:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_000,Record Goods Receipt,2018-03-05T08:55:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_012,Record Invoice Receipt,2018-03-13T13:53:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
user_002,Clear Invoice,2018-04-05T13:50:00.000000000Z,Marketing,EC Purchase order,vendorID_0074,Standard,NPR,2000000146_00001
batch_00,SRM: Created,2018-02-08T14:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00001
batch_00,SRM: Complete,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00001
batch_00,SRM: Awaiting Approval,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00001
batch_00,SRM: Document Completed,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00001
batch_00,SRM: Change was Transmitted,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00001
batch_00,SRM: Ordered,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00001
user_000,Create Purchase Order Item,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00001
NONE,Vendor creates invoice,2018-02-09T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00001
user_000,Record Goods Receipt,2018-02-26T10:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00001
user_007,Record Invoice Receipt,2018-03-19T15:01:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00001
user_002,Clear Invoice,2018-04-05T13:49:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00001
batch_00,SRM: Created,2018-02-08T14:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00002
batch_00,SRM: Complete,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00002
batch_00,SRM: Awaiting Approval,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00002
batch_00,SRM: Document Completed,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00002
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00002
batch_00,SRM: Change was Transmitted,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00002
batch_00,SRM: Ordered,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00002
user_000,Create Purchase Order Item,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00002
NONE,Vendor creates invoice,2018-02-09T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00002
user_000,Record Goods Receipt,2018-02-26T10:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00002
user_007,Record Invoice Receipt,2018-03-19T15:01:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00002
user_002,Clear Invoice,2018-04-05T13:49:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00002
batch_00,SRM: Created,2018-02-08T14:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00003
batch_00,SRM: Complete,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00003
batch_00,SRM: Awaiting Approval,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00003
batch_00,SRM: Document Completed,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00003
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00003
batch_00,SRM: Ordered,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00003
batch_00,SRM: Change was Transmitted,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00003
user_000,Create Purchase Order Item,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00003
NONE,Vendor creates invoice,2018-02-09T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00003
user_000,Record Goods Receipt,2018-02-26T10:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00003
user_007,Record Invoice Receipt,2018-03-19T15:01:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00003
user_002,Clear Invoice,2018-04-05T13:49:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00003
batch_00,SRM: Created,2018-02-08T14:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00004
batch_00,SRM: Complete,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00004
batch_00,SRM: Awaiting Approval,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00004
batch_00,SRM: Document Completed,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00004
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00004
batch_00,SRM: Ordered,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00004
batch_00,SRM: Change was Transmitted,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00004
user_000,Create Purchase Order Item,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00004
NONE,Vendor creates invoice,2018-02-09T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00004
user_000,Record Goods Receipt,2018-02-26T10:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00004
user_007,Record Invoice Receipt,2018-03-19T15:01:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00004
user_002,Clear Invoice,2018-04-05T13:49:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00004
batch_00,SRM: Created,2018-02-08T14:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00005
batch_00,SRM: Complete,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00005
batch_00,SRM: Awaiting Approval,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00005
batch_00,SRM: Document Completed,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00005
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00005
batch_00,SRM: Change was Transmitted,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00005
batch_00,SRM: Ordered,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00005
user_000,Create Purchase Order Item,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00005
NONE,Vendor creates invoice,2018-02-09T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00005
user_000,Record Goods Receipt,2018-02-26T10:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00005
user_007,Record Invoice Receipt,2018-03-19T15:01:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00005
user_002,Clear Invoice,2018-04-05T13:49:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00005
batch_00,SRM: Created,2018-02-08T14:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00006
batch_00,SRM: Complete,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00006
batch_00,SRM: Awaiting Approval,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00006
batch_00,SRM: Document Completed,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00006
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00006
batch_00,SRM: Change was Transmitted,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00006
batch_00,SRM: Ordered,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00006
user_000,Create Purchase Order Item,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00006
NONE,Vendor creates invoice,2018-02-09T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00006
user_000,Record Goods Receipt,2018-02-26T10:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00006
user_007,Record Invoice Receipt,2018-03-19T15:01:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00006
user_002,Clear Invoice,2018-04-05T13:49:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00006
batch_00,SRM: Created,2018-02-08T14:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00007
batch_00,SRM: Complete,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00007
batch_00,SRM: Awaiting Approval,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00007
batch_00,SRM: Document Completed,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00007
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00007
batch_00,SRM: Change was Transmitted,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00007
batch_00,SRM: Ordered,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00007
user_000,Create Purchase Order Item,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00007
NONE,Vendor creates invoice,2018-02-09T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00007
user_000,Record Goods Receipt,2018-02-26T10:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00007
user_007,Record Invoice Receipt,2018-03-19T15:01:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00007
user_002,Clear Invoice,2018-04-05T13:49:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00007
batch_00,SRM: Created,2018-02-08T14:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00008
batch_00,SRM: Complete,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00008
batch_00,SRM: Awaiting Approval,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00008
batch_00,SRM: Document Completed,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00008
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00008
batch_00,SRM: Change was Transmitted,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00008
batch_00,SRM: Ordered,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00008
user_000,Create Purchase Order Item,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00008
NONE,Vendor creates invoice,2018-02-09T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00008
user_000,Record Goods Receipt,2018-02-26T10:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00008
user_007,Record Invoice Receipt,2018-03-19T15:01:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00008
user_002,Clear Invoice,2018-04-05T13:49:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00008
batch_00,SRM: Created,2018-02-08T14:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00009
batch_00,SRM: Complete,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00009
batch_00,SRM: Awaiting Approval,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00009
batch_00,SRM: Document Completed,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00009
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00009
batch_00,SRM: Ordered,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00009
batch_00,SRM: Change was Transmitted,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00009
user_000,Create Purchase Order Item,2018-02-08T15:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00009
NONE,Vendor creates invoice,2018-02-09T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00009
user_000,Record Goods Receipt,2018-02-26T10:02:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00009
user_007,Record Invoice Receipt,2018-03-19T15:01:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00009
user_002,Clear Invoice,2018-04-05T13:49:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000150_00009
batch_00,SRM: Created,2018-02-08T15:12:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0076,Standard,NPR,2000000151_00001
batch_00,SRM: Complete,2018-02-08T16:12:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0076,Standard,NPR,2000000151_00001
batch_00,SRM: Awaiting Approval,2018-02-08T16:12:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0076,Standard,NPR,2000000151_00001
batch_00,SRM: Document Completed,2018-02-08T16:12:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0076,Standard,NPR,2000000151_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-02-08T16:12:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0076,Standard,NPR,2000000151_00001
batch_00,SRM: Ordered,2018-02-08T16:12:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0076,Standard,NPR,2000000151_00001
batch_00,SRM: Change was Transmitted,2018-02-08T16:12:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0076,Standard,NPR,2000000151_00001
